text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Searches an array for the largest or the smallest element and is moved out to the front of the array then it will search for the next largest or the smallest element to move out to the front",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,unknown
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: have a marker and sort everything to the left of the value for every new value when moving to the right.",0,Negative,unknown,Negative,Negative,Positive,Negative,Negative,Positive
"Q: Briefly, how does selection sort work?
A: Iterate through the list (assume list of integers), find the smallest one, and put it in a separate ""sorted"" list... then traverse again and find the next smallest, and move it to the sorted section... and repeat until you run out of elements to sort.",1,unknown,Positive,Positive,unknown,Positive,Positive,Negative,unknown
"Q: What is a stack?
A: a stack is a data structure that uses push to insert an item and pop to remove ad item. The stack use a last in first out structure for inserting and removing items.",1,Positive,Positive,Positive,unknown,Positive,Positive,Negative,unknown
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: The advantage is that each node points to bothe its predecessor and its successor. There are no special cases for insertion and deletion.",1,unknown,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What is a linked list?
A: A data type that contains a pointer to at least the next  element in a list.",1,unknown,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What are the main operations associated with a stack?
A: the main functions defined for a stack are push, which puts an element on the top of the stack, and pop, which removes an item from the top.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the inorder traversal of a binary tree?
A: postorder",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is the difference between an array that is declared as static and one that is not?
A: a static array has a predetermined size and that size cannot be altered",0,unknown,Negative,Positive,Positive,unknown,Negative,Negative,Positive
"Q: What does a function signature include?
A: A function signature consists of the function prototype.  This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information.",1,unknown,unknown,Negative,Negative,unknown,Negative,Negative,Negative
"Q: When does C++ create a default constructor?
A: Before the main function of the code.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is the difference between a data member and a local variable inside a member function?
A: The data member can be accessed outside of the class, whereas the local variable cannot.",1,Negative,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: More difficult to delete and create nodes.",0,Negative,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What is the difference between a constructor and a function?
A: A constructor initializes an object. A function is part of an object.",0,unknown,Negative,Positive,unknown,unknown,Negative,Negative,Positive
"Q: What is the Euler tour traversal of a tree?
A: Traversing a tree down to it's terminal child and then all of it's siblings, then it traverses up the terminal child's parent and all of it's siblings (repeating the first step if those siblings have children) until the root node has been visited.",1,Negative,Negative,unknown,Negative,Positive,Negative,Negative,unknown
"Q: Where do C++ programs begin to execute?
A: At function ‘int main ()’",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: When does C++ create a default constructor?
A: When no constructor exists when one is needed, a parameterless default constructor is declared.",1,Positive,Negative,Positive,unknown,Positive,unknown,Negative,unknown
"Q: How are overloaded functions differentiated by the compiler?
A: Overloaded functions are differentiated by their parameters.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insertion sort takes each entitity of an unsorted array in order, and sorts it into the correct position between the entities it has sorted.",1,Positive,unknown,unknown,unknown,Positive,Positive,Negative,Positive
"Q: What are the two different ways of specifying the length of an array?
A: Specify an arrays size with a constant variable. And setting array elements with calculations.",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown
"Q: How can you implement a stack with a list?
A: Create a new list.  Pop elements in the stack as needed.  Push the stack to remove items, unless the stack is empty.  The top item is at the head of the list. The last item is at the end.",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: How can an array be addressed in pointer/offset notation?
A: &[b3] is as bptr + 3. Array can be treated as pointer",1,unknown,unknown,unknown,Negative,Positive,unknown,unknown,Positive
"Q: How can you implement a queue with a list?
A: Enqueue to the end of the linked list... dequeue items from the beginning (head) of the list.",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What does the star (*) operator return?
A: it returns the actual data at the address pointed to",1,unknown,Negative,Negative,unknown,Positive,Negative,Negative,Positive
"Q: What stages in the software life cycle are influenced by the testing stage?
A: refining, production, maintenance.",1,Negative,Negative,unknown,unknown,unknown,Negative,Negative,Positive
